Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
gunACWR_AOO,,,,,ACW-R,,,,,,,,,,,,,,
gunACWR_AOODesc,,,,,Automatic Assault Rifle that uses 7.62mm Ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,,,,,,,,,,,,,,
gunARX160_AOO,,,,,ARX-160,,,,,,,,,,,,,,
gunARX160_AOODesc,,,,,Automatic Assault Rifle that uses 7.62mm Ammo.\n3 rounds burst\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,,,,,,,,,,,,,,
gunM16_AOO,,,,,M16,,,,,,,,,,,,,,
gunM16_AOODesc,,,,,Automatic Assault Rifle that uses 7.62mm Ammo.\n3 rounds burst\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,,,,,,,,,,,,,,
gunSCAR_AOO,,,,,SCAR,,,,,,,,,,,,,,
gunSCAR_AOODesc,,,,,Automatic Assault Rifle that uses 7.62mm Ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,,,,,,,,,,,,,,
gunM4A1_AOO,,,,,M4-A1,,,,,,,,,,,,,,
gunM4A1_AOODesc,,,,,Automatic Assault Rifle that uses 7.62mm Ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,,,,,,,,,,,,,,
gunFNFAL_AOO,,,,,FNFAL,,,,,,,,,,,,,,
gunFNFAL_AOODesc,,,,,SemiAutomatic Assault Rifle that uses 7.62mm Ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,,,,,,,,,,,,,,
gunKSG12_AOO,,,,,KSG-12,,,,,,,,,,,,,,
gunKSG12_AOODesc,,,,,Powerful Pump Shotgun that uses all Shell Types.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,,,,,,,,,,,,,,
gunJNG90_AOO,,,,,JNG90 Sniper Rifle,,,,,,,,,,,,,,
gunJNG90_AOODesc,,,,,Powerful Bolt-action rifle that uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Hunting Rifle Parts.,,,,,,,,,,,,,,
gunM98_AOO,,,,,M98 Sniper Rifle,,,,,,,,,,,,,,
gunM98_AOODesc,,,,,Powerful Bolt-action rifle that uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Hunting Rifle Parts.,,,,,,,,,,,,,,
gunM1garand_AOO,,,,,M1 garand,,,,,,,,,,,,,,
gunM1garand_AOODesc,,,,,Old and legendary SemiAutomatic rifle that uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Hunting Rifle Parts.,,,,,,,,,,,,,,
gunSR25_AOO,,,,,SR-25,,,,,,,,,,,,,,
gunSR25_AOODesc,,,,,SemiAutomatic Marksman rifle that uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Hunting Rifle Parts.,,,,,,,,,,,,,,
ammo50BMGBulletBall,,,,,.50 BMG Round,,,,,,,,,,,,,,
50bbDesc,,,,,50 Caliber BMG Ammo\nStandard Ammunition that can penetrate targets.,,,,,,,,,,,,,,
ammo50BMGAP,,,,,.50 BMG Armor-Piercing Round,,,,,,,,,,,,,,
50APDesc,,,,,50 Caliber Armor-Piercing Ammo\nArmor Piercing Ammunition that can penetrate targets and reduce their Armor by 50%.,,,,,,,,,,,,,,
ammo50BMGIncendiary,,,,,.50 BMG Incendiary Round,,,,,,,,,,,,,,
50INDesc,,,,,50 Caliber Incendiary Ammo\nIncendiary Ammunition that set targets on Fire.,,,,,,,,,,,,,,
ammo40mmExplosive,,,,,40mm Grenade,,,,,,,,,,,,,,
40mmDesc,,,,,This 40mm Explosive Grenade requires a launcher,,,,,,,,,,,,,,
ammo40mmIncendiary,,,,,40mm Incendiary Grenade,,,,,,,,,,,,,,
40mmIncDesc,,,,,This 40mm Incendiary Grenade requires a launcher,,,,,,,,,,,,,,
ammoBundle50BMGBulletBall,,,,,.50 BMG Round Bundle,,,,,,,,,,,,,,
ammoBundle50BMGAP,,,,,.50 BMG Armor-Piercing Round Bundle,,,,,,,,,,,,,,
ammoBundle50BMGIncendiary,,,,,.50 BMG Incendiary Round Bundle,,,,,,,,,,,,,,
M79GL40Schematic,,,,,M79 GL40 Schematic,,,,,,,,,,,,,,
50BMGBulletBallSchematic,,,,,.50BMG BulletBall Schematic,,,,,,,,,,,,,,
50BMGAPSchematic,,,,,.50BMG AP Schematic,,,,,,,,,,,,,,
50BMGIncendiarySchematic,,,,,.50BMG Incendiary Schematic,,,,,,,,,,,,,,
varWindowsAOO,,,,,All Windows Variant Block,,,,,,,,,,,,,,
OakravenStorageVariantHelper,,,,,Oakraven Storage Types,,,,,,,,,,,,,,
WoodChestSign1,,,,,Wooden Chest 1 (Writeable/Fireproof),,,,,,,,,,,,,,
WoodChestSign1Insecure,,,,,Wooden Chest 1 Insecure,,,,,,,,,,,,,,
WoodChestSign2,,,,,Wooden Chest 2 (Writeable/Fireproof),,,,,,,,,,,,,,
WoodChestSign2Insecure,,,,,Wooden Chest 2 Insecure,,,,,,,,,,,,,,
MetalBox1,,,,,Metal Box 1 (Writeable/Fireproof),,,,,,,,,,,,,,
MetalBox1Insecure,,,,,Metal Box 1 Insecure,,,,,,,,,,,,,,
MetalBox2,,,,,Metal Box 2 (Writeable/Fireproof),,,,,,,,,,,,,,
MetalBox2Insecure,,,,,Metal Box 2 Insecure,,,,,,,,,,,,,,
MetalBox3,,,,,Metal Box 3 (Writeable/Fireproof),,,,,,,,,,,,,,
MetalBox3Insecure,,,,,Metal Box 3 Insecure,,,,,,,,,,,,,,
MetalBox4,,,,,Metal Box 4 (Writeable/Fireproof),,,,,,,,,,,,,,
MetalBox4Insecure,,,,,Metal Box 4 Insecure,,,,,,,,,,,,,,
MetalBox5,,,,,Metal Box 5 (Writeable/Fireproof),,,,,,,,,,,,,,
MetalBox5Insecure,,,,,Metal Box 5 Insecure,,,,,,,,,,,,,,
WoodBoxSign1,,,,,Wooden Box (Writeable/Fireproof),,,,,,,,,,,,,,
WoodBoxSign1Insecure,,,,,Wooden Box Insecure,,,,,,,,,,,,,,
DisplayCaseSign1,,,,,Display Case 1 (Writeable/Fireproof),,,,,,,,,,,,,,
DisplayCaseSign1Insecure,,,,,Display Case 1 Insecure,,,,,,,,,,,,,,
BookCabinetSign,,,,,Book Cabinet (Writeable/Fireproof),,,,,,,,,,,,,,
BookCabinetSignInsecure,,,,,Book Cabinet Insecure,,,,,,,,,,,,,,
WallBookCase,,,,,Wall Book Case (Writeable/Fireproof),,,,,,,,,,,,,,
WallBookCaseInsecure,,,,,Wall Book Case Insecure,,,,,,,,,,,,,,
DisplayCase2,,,,,Display Case 2 (Writeable/Fireproof),,,,,,,,,,,,,,
DisplayCaseSign2Insecure,,,,,Display Case 2 Insecure,,,,,,,,,,,,,,
MetalChestSign1,,,,,Metal Chest (Writeable/Fireproof),,,,,,,,,,,,,,
MetalChestSign1Insecure,,,,,Metal Chest Insecure,,,,,,,,,,,,,,
WoodCrateSign2,,,,,Wooden Crate (Writeable/Fireproof),,,,,,,,,,,,,,
WoodCrateSign2Insecure,,,,,Wooden Crate Insecure,,,,,,,,,,,,,,
storageChest01AOO,,,,,Storage Chest 1(Writeable/Fireproof),,,,,,,,,,,,,,
storageChest02AOO,,,,,Storage Chest 2(Writeable/Fireproof),,,,,,,,,,,,,,
storageChest03AOO,,,,,Storage Chest 3(Writeable/Fireproof),,,,,,,,,,,,,,
storageChest04AOO,,,,,Storage Chest 4(Fireproof),,,,,,,,,,,,,,
storageCrate01_1X1_AOO,,,,,Storage Crate 1(Writeable/Fireproof),,,,,,,,,,,,,,
storageCrate02_1X1_AOO,,,,,Storage Crate 2(Writeable/Fireproof),,,,,,,,,,,,,,
storageCrate03_2X1_AOO,,,,,Storage Crate 3(Writeable/Fireproof),,,,,,,,,,,,,,
storageCrate04_2X1_AOO,,,,,Storage Crate 4(Fireproof),,,,,,,,,,,,,,
storageCrate05_2X1_AOO,,,,,Storage Crate 5(Fireproof),,,,,,,,,,,,,,
storageCrate06_1X1_AOO,,,,,Storage Crate 6(Writeable/Fireproof),,,,,,,,,,,,,,
storageCrate07_1X1_AOO,,,,,Storage Crate 7(Fireproof),,,,,,,,,,,,,,
storageCrate08_1X1_AOO,,,,,Storage Crate 8(Writeable/Fireproof),,,,,,,,,,,,,,
storageCrate09_1X1_AOO,,,,,Storage Crate 9(Fireproof),,,,,,,,,,,,,,
storageCrate10_1X1_AOO,,,,,Storage Crate 10(Fireproof),,,,,,,,,,,,,,
storageCrate11_2X1_AOO,,,,,Storage Crate 11(Fireproof),,,,,,,,,,,,,,
storageCrate12_1X1_AOO,,,,,Storage Crate 12(Fireproof),,,,,,,,,,,,,,
storageCrate13_2X1_AOO,,,,,Storage Crate 13(Fireproof),,,,,,,,,,,,,,
storageCrate14_1X1_AOO,,,,,Storage Crate 14(Fireproof),,,,,,,,,,,,,,
storageCrate15_2X1_AOO,,,,,Storage Crate 15(Fireproof),,,,,,,,,,,,,,
storageCrate16_1X1_AOO,,,,,Storage Crate 16(Fireproof),,,,,,,,,,,,,,
storageCrate17_2X1_AOO,,,,,Storage Crate 17(Fireproof),,,,,,,,,,,,,,
storageCrate18_1X1_AOO,,,,,Storage Crate 18(Fireproof),,,,,,,,,,,,,,
storageCrate19_2X1_AOO,,,,,Storage Crate 19(Fireproof),,,,,,,,,,,,,,
storageCrate20_1X1_AOO,,,,,Storage Crate 20(Fireproof),,,,,,,,,,,,,,
keyGenericAOO,,,,,Master Car Key,,,,,,,,,,,,,,
keyGenericAOODesc,,,,,Master Car Key\n\n Convert this key into one of many specific Car Keys!,,,,,,,,,,,,,,
keyMotorcycleAOO,,,,,Master Motorcycle Key,,,,,,,,,,,,,,
keyMotorcycleAOODesc,,,,,Master Motorcycle Key\n\n Convert this key into one of many Motorcycle Keys!,,,,,,,,,,,,,,
modVehiclePremiumSuperCharger50,,,,, Premium Super Charger 50,,,,,,,,,,,,,,
modVehiclePremiumSuperCharger50Desc,,,,, Premium Super Charger\n\nCan only be used in some vehicles. Increases Speed by 50%.,,,,,,,,,,,,,,
modVehiclePremiumSuperCharger100,,,,, Premium Super Charger 100,,,,,,,,,,,,,,
modVehiclePremiumSuperCharger100Desc,,,,, Premium Super Charger\n\nCan only be used in some vehicles. Increases Speed by 100%,,,,,,,,,,,,,,
vehicleRocketToiletplaceableDesc,,,,,,,,,,,,,,,,,,,
vehicleRocketToiletplaceableAOO,,,,,Rocket Powered Toilet,,,,,,,,,,,,,,
vehicleRocketToilet,,,,,Rocket Powered Toilet,,,,,,,,,,,,,,
vehicleATVGreen,,,,, ATV (Green),,,,,,,,,,,,,,
vehicleATVGreenPlaceable,,,,, ATV (Green),,,,,,,,,,,,,,
vehicleATVGreenPlaceableDesc,,,,, ATV (Green) \n\nFound by unlocking a locked ATV found randomly in the world,,,,,,,,,,,,,,
vehicleATVRed,,,,, ATV (Red),,,,,,,,,,,,,,
vehicleATVRedPlaceable,,,,, ATV (Red),,,,,,,,,,,,,,
vehicleATVRedPlaceableDesc,,,,, ATV (Red) \n\nFound by unlocking a locked ATV found randomly in the world,,,,,,,,,,,,,,
vehicleATVCamo,,,,, ATV (Camo),,,,,,,,,,,,,,
vehicleATVCamoPlaceable,,,,, ATV (Camo),,,,,,,,,,,,,,
vehicleATVCamoPlaceableDesc,,,,, ATV (Camo) \n\nFound by unlocking a locked ATV found randomly in the world,,,,,,,,,,,,,,
keyATVAOO,,,,,ATV Key,,,,,,,,,,,,,,
keyATVAOODesc,,,,,ATV Key\n\nEquip and right click on an unlockable ATV to get a driveable one.,,,,,,,,,,,,,,
vehicleBlockATV,,,,,ATV,,,,,,,,,,,,,,
vehicleBlockATVLocked,,,,,Unlockable ATV,,,,,,,,,,,,,,
vehicleTowTruck,,,,, Tow Truck,,,,,,,,,,,,,,
vehicleTowTruckPlaceable,,,,, Tow Truck,,,,,,,,,,,,,,
vehicleTowTruckPlaceableDesc,,,,, Tow Truck  \n\nFound by unlocking a locked Tow Truck found randomly in the world,,,,,,,,,,,,,,
vehicleBlockTowTruck,,,,,Tow Truck,,,,,,,,,,,,,,
vehicleBlockTowTruckLocked,,,,,Unlockable Tow Truck,,,,,,,,,,,,,,
keyTowTruckAOO,,,,,Tow Truck Key,,,,,,,,,,,,,,
keyTowTruckAOODesc,,,,,Tow Truck Key\n\nEquip and right click on an unlockable Tow Truck to get a driveable one.,,,,,,,,,,,,,,
vehicleRickShawBlue,,,,, Rickshaw (Blue),,,,,,,,,,,,,,
vehicleRickShawBluePlaceable,,,,, Rickshaw (Blue),,,,,,,,,,,,,,
vehicleRickShawBluePlaceableDesc,,,,, Rickshaw (Blue) \n\nFound by looting Rickshaws found randomly in the world,,,,,,,,,,,,,,
vehicleRickShawYellow,,,,, Rickshaw (Yellow),,,,,,,,,,,,,,
vehicleRickShawYellowPlaceable,,,,, Rickshaw (Yellow),,,,,,,,,,,,,,
vehicleRickShawYellowPlaceableDesc,,,,, Rickshaw (Yellow) \n\nFound by looting Rickshaws found randomly in the world,,,,,,,,,,,,,,
vehicleBlockRickShawBlue,,,,,Rickshaw (Blue),,,,,,,,,,,,,,
vehicleBlockRickShawYellow,,,,,Rickshaw (Yellow),,,,,,,,,,,,,,
vehicleCyberDelorean,,,,, Hover Delorean,,,,,,,,,,,,,,
vehicleCyberDeloreanPlaceable,,,,, Hover Delorean,,,,,,,,,,,,,,
vehicleCyberDeloreanPlaceableDesc,,,,, Hover Delorean \n\nFound by unlocking a locked Delorean found randomly in the world,,,,,,,,,,,,,,
vehicleBlockCyberDelorean,,,,,Hover Delorean,,,,,,,,,,,,,,
vehicleBlockCyberDeloreanLocked,,,,,Unlockable Hover Delorean,,,,,,,,,,,,,,
keyDeloreanAOO,,,,,Hover Delorean Key,,,,,,,,,,,,,,
keyDeloreanAOODesc,,,,,Hover Delorean Key\n\nEquip and right click on an unlockable Hover Delorean to get a driveable one.,,,,,,,,,,,,,,
vehicleBattleBuggy01,,,,, Battle Buggy ,,,,,,,,,,,,,,
vehicleBattleBuggy01Placeable,,,,, Battle Buggy,,,,,,,,,,,,,,
vehicleBattleBuggy01PlaceableDesc,,,,, Battle Buggy\n\nFound by unlocking a locked Battle Buggy found randomly in the world,,,,,,,,,,,,,,
vehicleBlockBattleBuggy,,,,,Battle Buggy,,,,,,,,,,,,,,
vehicleBlockBattleBuggyLocked,,,,,Unlockable Battle Buggy,,,,,,,,,,,,,,
keyBattleBuggyAOO,,,,,Battle Buggy  Key,,,,,,,,,,,,,,
keyBattleBuggyAOODesc,,,,,Battle Buggy  Key\n\nEquip and right click on an unlockable Battle Buggy to get a driveable one.,,,,,,,,,,,,,,
vehicleBatCar01,,,,, Bat Tumbler,,,,,,,,,,,,,,
vehicleBatCar01Placeable,,,,, Bat Tumbler,,,,,,,,,,,,,,
vehicleBatCar01PlaceableDesc,,,,, Bat Tumbler\n\nFound by unlocking a locked Bat Tumbler found randomly in the world,,,,,,,,,,,,,,
vehicleBlockBatCar01,,,,,Bat Tumbler,,,,,,,,,,,,,,
vehicleBlockBatCar01Locked,,,,,Unlockable Bat Tumbler,,,,,,,,,,,,,,
vehicleBatCar02,,,,, Batmobile,,,,,,,,,,,,,,
vehicleBatCar02Placeable,,,,, Batmobile,,,,,,,,,,,,,,
vehicleBatCar02PlaceableDesc,,,,, Batmobile\n\nFound by unlocking a locked Batmobile found randomly in the world,,,,,,,,,,,,,,
vehicleBlockBatCar02,,,,,Batmobile,,,,,,,,,,,,,,
vehicleBlockBatCar02Locked,,,,,Unlockable Batmobile,,,,,,,,,,,,,,
keyBatCarAOO,,,,,Bat Key,,,,,,,,,,,,,,
keyBatCarAOODesc,,,,,Bat Key\n\nConvert this key into A Bat Tumbler or Bat Mobile key.,,,,,,,,,,,,,,
keyBatCar01AOO,,,,,Bat Tumbler Key,,,,,,,,,,,,,,
keyBatCar01AOODesc,,,,,Bat Tumbler Key\n\nEquip and right click on an unlockable Bat Tumbler to get a driveable one.,,,,,,,,,,,,,,
keyBatCar02AOO,,,,,Batmobile Key,,,,,,,,,,,,,,
keyBatCar02AOODesc,,,,,Batmobile Key\n\nEquip and right click on an unlockable Batmobile to get a driveable one.,,,,,,,,,,,,,,
vehicleScooter,,,,, Scooter,,,,,,,,,,,,,,
vehicleScooterPlaceable,,,,, Scooter,,,,,,,,,,,,,,
vehicleScooterPlaceableDesc,,,,, Scooter\n\nFound by looting Scooters found randomly in the world,,,,,,,,,,,,,,
vehicleBlockScooter,,,,,Scooter,,,,,,,,,,,,,,
vehicleSportsCarRed,,,,, Sports Car (Red),,,,,,,,,,,,,,
vehicleSportsCarRedPlaceable,,,,, Sports Car (Red),,,,,,,,,,,,,,
vehicleSportsCarRedPlaceableDesc,,,,, Sports Car (Red)\n\nFound by unlocking a locked Sports Car (Red) found randomly in the world,,,,,,,,,,,,,,
vehicleBlockSportsCarRed,,,,,Sports Car (Red),,,,,,,,,,,,,,
vehicleBlockSportsCarRedLocked,,,,,Unlockable Sports Car (Red),,,,,,,,,,,,,,
vehicleSportsCarWhite,,,,, Sports Car (White),,,,,,,,,,,,,,
vehicleSportsCarWhitePlaceable,,,,, Sports Car (White),,,,,,,,,,,,,,
vehicleSportsCarWhitePlaceableDesc,,,,, Sports Car (White)  \n\nFound by unlocking a locked Sports Car (White) found randomly in the world,,,,,,,,,,,,,,
keySportsCarAOO,,,,,Sports Car Key,,,,,,,,,,,,,,
keySportsCarAOODesc,,,,,Sports Car Key\n\nConvert this key into a Sports Car (White) or Sports Car (Red) Key,,,,,,,,,,,,,,
keySportsCarWhiteAOO,,,,,Sports Car (White) Key,,,,,,,,,,,,,,
keySportsCarWhiteAOODesc,,,,,Sports Car (White)Key\n\nEquip and right click on an unlockable Sports Car (Red) to get a driveable one.,,,,,,,,,,,,,,
keySportsCarRedAOO,,,,,Sports Car (Red) Key,,,,,,,,,,,,,,
keySportsCarRedAOODesc,,,,,Sports Car (Red)Key\n\nEquip and right click on an unlockable Sports Car (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleHotRod01,,,,, Hot Rod ,,,,,,,,,,,,,,
vehicleHotRod01Placeable,,,,, Hot Rod ,,,,,,,,,,,,,,
vehicleHotRod01PlaceableDesc,,,,, Hot Rod   \n\nFound by unlocking a locked Hot Rod found randomly in the world,,,,,,,,,,,,,,
vehicleBlockHotRod01,,,,,Hot Rod,,,,,,,,,,,,,,
vehicleBlockHotRod01Locked,,,,,Unlockable Hot Rod,,,,,,,,,,,,,,
keyHotRodAOO,,,,,Hot Rod Key,,,,,,,,,,,,,,
keyHotRodAOODesc,,,,,Hot Rod Key\n\nInsert this into a Locked Hot Rod to make them driveable (Equip and then right click on the vehicle),,,,,,,,,,,,,,
vehiclePickup01,,,,, Pickup Truck (Blue),,,,,,,,,,,,,,
vehiclePickUp01Placeable,,,,, Pickup Truck (Blue),,,,,,,,,,,,,,
vehiclePickup01PlaceableDesc,,,,, Pickup Truck (Blue)   \n\nFound by unlocking a locked Pickup Truck found randomly in the world,,,,,,,,,,,,,,
vehicleBlockPickUp01,,,,,Pickup Truck (Blue),,,,,,,,,,,,,,
vehicleBlockPickUp01Locked,,,,,Unlockable Pickup Truck (Blue) ,,,,,,,,,,,,,,
vehiclePickup02,,,,, Pickup Truck (Red),,,,,,,,,,,,,,
vehiclePickUp02Placeable,,,,, Pickup Truck (Red),,,,,,,,,,,,,,
vehiclePickup02PlaceableDesc,,,,, Pickup Truck (Red)   \n\nFound by unlocking a locked Pickup Truck found randomly in the world,,,,,,,,,,,,,,
vehicleBlockPickUp02,,,,,Pickup Truck (Red),,,,,,,,,,,,,,
vehicleBlockPickUp02Locked,,,,,Unlockable Pickup Truck (Red) ,,,,,,,,,,,,,,
keyPickUp01AOO,,,,,Pickup Truck (Blue) Key,,,,,,,,,,,,,,
keyPickUp01AOODesc,,,,,Pickup Truck (Blue) Key\n\nEquip and right click on an unlockable Pickup Truck (Blue) to get a driveable one.,,,,,,,,,,,,,,
keyPickUp02AOO,,,,,Pickup Truck (Red) Key,,,,,,,,,,,,,,
keyPickUp02AOODesc,,,,,Pickup Truck (Red) Key\n\nEquip and right click on an unlockable Pickup Truck (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleFeature01,,,,, Feature (Black),,,,,,,,,,,,,,
vehicleFeature01Placeable,,,,, Feature (Black),,,,,,,,,,,,,,
vehicleFeature01PlaceableDesc,,,,, Feature (Black)    \n\nFound by unlocking a locked Feature found randomly in the world,,,,,,,,,,,,,,
vehicleBlockFeature01,,,,,Feature (Black),,,,,,,,,,,,,,
vehicleBlockFeature01Locked,,,,,Unlockable Feature (Black),,,,,,,,,,,,,,
vehicleFeature02,,,,, Feature (Blue),,,,,,,,,,,,,,
vehicleFeature02Placeable,,,,, Feature (Blue),,,,,,,,,,,,,,
vehicleFeature02PlaceableDesc,,,,, Feature (Blue)    \n\nFound by unlocking a locked Feature found randomly in the world,,,,,,,,,,,,,,
vehicleBlockFeature02,,,,,Feature (Blue),,,,,,,,,,,,,,
vehicleBlockFeature02Locked,,,,,Unlockable Feature (Blue),,,,,,,,,,,,,,
keyFeatureAOO,,,,,Feature Key,,,,,,,,,,,,,,
keyFeatureAOODesc,,,,,Feature Key\n\nConvert this key into a Feature (Black) or Feature (Blue) Key,,,,,,,,,,,,,,
keyFeature01AOO,,,,,Feature (Black) Key,,,,,,,,,,,,,,
keyFeature01AOODesc,,,,,Feature (Black) Key\n\nEquip and right click on an unlockable Feature (Black) to get a driveable one.,,,,,,,,,,,,,,
keyFeature02AOO,,,,,Feature Key (Blue),,,,,,,,,,,,,,
keyFeature02AOODesc,,,,,Feature Key (Blue)\n\nEquip and right click on an unlockable Feature (Blue) to get a driveable one.,,,,,,,,,,,,,,
vehicleBuggy01,,,,, Buggy (Silver),,,,,,,,,,,,,,
vehicleBuggy01Placeable,,,,, Buggy (Silver),,,,,,,,,,,,,,
vehicleBuggy01PlaceableDesc,,,,, Buggy (Silver)    \n\nFound by unlocking a locked Buggy found randomly in the world,,,,,,,,,,,,,,
vehicleBlockBuggy01,,,,,Buggy (Silver),,,,,,,,,,,,,,
vehicleBlockBuggy01Locked,,,,,Unlockable Buggy (Silver) ,,,,,,,,,,,,,,
keyBuggy01AOO,,,,,Buggy (Silver) Key,,,,,,,,,,,,,,
keyBuggy01AOODesc,,,,,Buggy (Silver) Key\n\nEquip and right click on an unlockable Buggy (Silver) to get a driveable one.,,,,,,,,,,,,,,
vehicleBuggy02,,,,, Buggy (Yellow),,,,,,,,,,,,,,
vehicleBuggy02Placeable,,,,, Buggy (Yellow),,,,,,,,,,,,,,
vehicleBuggy02PlaceableDesc,,,,, Buggy (Yellow)    \n\nFound by unlocking a locked Buggy found randomly in the world,,,,,,,,,,,,,,
vehicleBlockBuggy02,,,,,Buggy (Yellow),,,,,,,,,,,,,,
vehicleBlockBuggy02Locked,,,,,Unlockable Buggy (Yellow) ,,,,,,,,,,,,,,
keyBuggy02AOO,,,,,Buggy (Yellow) Key,,,,,,,,,,,,,,
keyBuggy02AOODesc,,,,,Buggy (Yellow) Key\n\nEquip and right click on an unlockable Buggy (Yellow) to get a driveable one.,,,,,,,,,,,,,,
vehicleBuggy03,,,,, Buggy (Red),,,,,,,,,,,,,,
vehicleBuggy03Placeable,,,,, Buggy (Red),,,,,,,,,,,,,,
vehicleBuggy03PlaceableDesc,,,,, Buggy (Red)    \n\nFound by unlocking a locked Buggy found randomly in the world,,,,,,,,,,,,,,
vehicleBlockBuggy03,,,,,Buggy (Red),,,,,,,,,,,,,,
vehicleBlockBuggy03Locked,,,,,Unlockable Buggy (Red) ,,,,,,,,,,,,,,
keyBuggy03AOO,,,,,Buggy (Red) Key,,,,,,,,,,,,,,
keyBuggy03AOODesc,,,,,Buggy (Red) Key\n\nEquip and right click on an unlockable Buggy (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleMuscleCar01,,,,, Muscle Car (Blue),,,,,,,,,,,,,,
vehicleMuscleCar01Placeable,,,,, Muscle Car (Blue),,,,,,,,,,,,,,
vehicleMuscleCar01PlaceableDesc,,,,, Muscle Car (Blue)    \n\nFound by unlocking a locked Muscle Car found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMuscleCar01,,,,,Muscle Car (Blue),,,,,,,,,,,,,,
vehicleBlockMuscleCar01Locked,,,,,Unlockable Muscle Car (Blue) ,,,,,,,,,,,,,,
keyMuscleCar01AOO,,,,,Muscle Car (Blue) Key,,,,,,,,,,,,,,
keyMuscleCar01AOODesc,,,,,Muscle Car (Blue) Key\n\nEquip and right click on an unlockable Muscle Car (Blue) to get a driveable one.,,,,,,,,,,,,,,
vehicleMuscleCar02,,,,, Muscle Car (Red),,,,,,,,,,,,,,
vehicleMuscleCar02Placeable,,,,, Muscle Car (Red),,,,,,,,,,,,,,
vehicleMuscleCar02PlaceableDesc,,,,, Muscle Car (Red)    \n\nFound by unlocking a locked Muscle Car found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMuscleCar02,,,,,Muscle Car (Red),,,,,,,,,,,,,,
vehicleBlockMuscleCar02Locked,,,,,Unlockable Muscle Car (Red) ,,,,,,,,,,,,,,
keyMuscleCar02AOO,,,,,Muscle Car (Red) Key,,,,,,,,,,,,,,
keyMuscleCar02AOODesc,,,,,Muscle Car (Red) Key\n\nEquip and right click on an unlockable Muscle Car (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleMuscleCar03,,,,, Muscle Car (White),,,,,,,,,,,,,,
vehicleMuscleCar03Placeable,,,,, Muscle Car (White),,,,,,,,,,,,,,
vehicleMuscleCar03PlaceableDesc,,,,, Muscle Car (White)    \n\nFound by unlocking a locked Muscle Car found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMuscleCar03,,,,,Muscle Car (White),,,,,,,,,,,,,,
vehicleBlockMuscleCar03Locked,,,,,Unlockable Muscle Car (White) ,,,,,,,,,,,,,,
keyMuscleCar03AOO,,,,,Muscle Car (White) Key,,,,,,,,,,,,,,
keyMuscleCar03AOODesc,,,,,Muscle Car (White) Key\n\nEquip and right click on an unlockable Muscle Car (White) to get a driveable one.,,,,,,,,,,,,,,
vehicleMuscleCar04,,,,, Muscle Car (Green),,,,,,,,,,,,,,
vehicleMuscleCar04Placeable,,,,, Muscle Car (Green),,,,,,,,,,,,,,
vehicleMuscleCar04PlaceableDesc,,,,, Muscle Car (Green)    \n\nFound by unlocking a locked Muscle Car found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMuscleCar04,,,,,Muscle Car (Green),,,,,,,,,,,,,,
vehicleBlockMuscleCar04Locked,,,,,Unlockable Muscle Car (Green) ,,,,,,,,,,,,,,
keyMuscleCar04AOO,,,,,Muscle Car (Green) Key,,,,,,,,,,,,,,
keyMuscleCar04AOODesc,,,,,Muscle Car (Green) Key\n\nEquip and right click on an unlockable Muscle Car (Green) to get a driveable one.,,,,,,,,,,,,,,
vehicleSPGoKart,,,,, Steampunk Go Kart,,,,,,,,,,,,,,
vehicleSPGoKartPlaceable,,,,, Steampunk Go Kart,,,,,,,,,,,,,,
vehicleSPGoKartPlaceableDesc,,,,, Steampunk Go Kart    \n\nFound by unlocking a locked Go Kart found randomly in the world,,,,,,,,,,,,,,
vehicleBlockSPGoKart,,,,,Steampunk Go Kart,,,,,,,,,,,,,,
vehicleBlockSPGoKartLocked,,,,,Unlockable Steampunk Go Kart ,,,,,,,,,,,,,,
keySPGoKartAOO,,,,,Steampunk Go Kart Key,,,,,,,,,,,,,,
keySPGoKartAOODesc,,,,,Steampunk Go Kart Key\n\nEquip and right click on an unlockable Steampunk Go Kart to get a driveable one.,,,,,,,,,,,,,,
